REF_DATE,Sex,Age group,VALUE
1984,Females,80 years,17129
1985,Females,80 years,17658
1986,Females,80 years,18245
1987,Females,80 years,18526
1988,Females,80 years,19459
1989,Females,80 years,20241
1990,Females,80 years,20611
1991,Females,80 years,21506
1992,Females,80 years,21999
1993,Females,80 years,23051
1994,Females,80 years,24088
1995,Females,80 years,24920
1996,Females,80 years,23897
1997,Females,80 years,23802
1998,Females,80 years,23489
1999,Females,80 years,25063
2000,Females,80 years,29261
2001,Females,80 years,31031
2002,Females,80 years,32138
2003,Females,80 years,32711
2004,Females,80 years,34017
2005,Females,80 years,34292
2006,Females,80 years,34419
2007,Females,80 years,33664
2008,Females,80 years,34259
2009,Females,80 years,33874
2010,Females,80 years,35196
2011,Females,80 years,36022
2012,Females,80 years,35391
2013,Females,80 years,35494
2014,Females,80 years,34985
2015,Females,80 years,36180
2016,Females,80 years,36875
2017,Females,80 years,36904
2018,Females,80 years,38489
2019,Females,80 years,40044
2020,Females,80 years,40974
2021,Females,80 years,42527
1971,Females,81 years,10176
1972,Females,81 years,10413
1973,Females,81 years,10842
1974,Females,81 years,11256
1975,Females,81 years,11400
1976,Females,81 years,11781
1977,Females,81 years,12369
1978,Females,81 years,12856
1979,Females,81 years,12985
1980,Females,81 years,13626
1981,Females,81 years,14131
1982,Females,81 years,14778
1983,Females,81 years,14572
1984,Females,81 years,15492
1985,Females,81 years,16210
1986,Females,81 years,16686
1987,Females,81 years,17363
1988,Females,81 years,17603
1989,Females,81 years,18512
1990,Females,81 years,19120
1991,Females,81 years,19355
1992,Females,81 years,20381
1993,Females,81 years,20846
1994,Females,81 years,21810
1995,Females,81 years,22830
1996,Females,81 years,23488
1997,Females,81 years,22657
1998,Females,81 years,22599
1999,Females,81 years,22328
2000,Females,81 years,23750
2001,Females,81 years,27772
2002,Females,81 years,29843
2003,Females,81 years,30781
2004,Females,81 years,31433
2005,Females,81 years,32603
2006,Females,81 years,33084
2007,Females,81 years,32952
2008,Females,81 years,32274
2009,Females,81 years,32905
2010,Females,81 years,32631
2011,Females,81 years,33789
2012,Females,81 years,34706
2013,Females,81 years,34051
2014,Females,81 years,34196
2015,Females,81 years,33562
2016,Females,81 years,34838
2017,Females,81 years,35724
2018,Females,81 years,35725
2019,Females,81 years,37319
2020,Females,81 years,38766
2021,Females,81 years,39693
1971,Females,82 years,9645
1972,Females,82 years,9481
1973,Females,82 years,9687
1974,Females,82 years,10075
1975,Females,82 years,10447
1976,Females,82 years,10605
1977,Females,82 years,11090
1978,Females,82 years,11593
1979,Females,82 years,12133
1980,Females,82 years,12207
1981,Females,82 years,12720
1982,Females,82 years,13220
1983,Females,82 years,13895
1984,Females,82 years,13723
1985,Females,82 years,14527
1986,Females,82 years,15238
1987,Females,82 years,15848
1988,Females,82 years,16344
1989,Females,82 years,16714
1990,Females,82 years,17448
1991,Females,82 years,17899
1992,Females,82 years,18243
1993,Females,82 years,19191
1994,Females,82 years,19568
1995,Females,82 years,20470
1996,Females,82 years,21465
1997,Females,82 years,22109
1998,Females,82 years,21361
1999,Females,82 years,21308
2000,Females,82 years,21112
2001,Females,82 years,22598
2002,Females,82 years,26528
2003,Females,82 years,28547
2004,Females,82 years,29351
2005,Females,82 years,29998
2006,Females,82 years,31119
2007,Females,82 years,31420
2008,Females,82 years,31375
2009,Females,82 years,30695
2010,Females,82 years,31483
2011,Females,82 years,31354
2012,Females,82 years,32309
2013,Females,82 years,33289
2014,Females,82 years,32641
2015,Females,82 years,32775
2016,Females,82 years,32360
2017,Females,82 years,33524
2018,Females,82 years,34382
2019,Females,82 years,34425
2020,Females,82 years,35905
2021,Females,82 years,37357
1971,Females,83 years,8341
1972,Females,83 years,8924
1973,Females,83 years,8725
1974,Females,83 years,8938
1975,Females,83 years,9266
1976,Females,83 years,9634
1977,Females,83 years,9848
1978,Females,83 years,10312
1979,Females,83 years,10875
1980,Females,83 years,11392
1981,Females,83 years,11405
1982,Females,83 years,11830
1983,Females,83 years,12308
1984,Females,83 years,13004
1985,Females,83 years,12788
1986,Females,83 years,13554
1987,Females,83 years,14361
1988,Females,83 years,14824
1989,Females,83 years,15382
1990,Females,83 years,15668
1991,Females,83 years,16197
1992,Females,83 years,16834
1993,Females,83 years,17024
1994,Females,83 years,17907
1995,Females,83 years,18304
1996,Females,83 years,19095
1997,Females,83 years,20060
1998,Females,83 years,20703
1999,Females,83 years,19994
2000,Females,83 years,20010
2001,Females,83 years,20020
2002,Females,83 years,21306
2003,Females,83 years,25118
2004,Females,83 years,27132
2005,Females,83 years,27821
2006,Females,83 years,28547
2007,Females,83 years,29394
2008,Females,83 years,29698
2009,Females,83 years,29755
2010,Females,83 years,29175
2011,Females,83 years,29846
2012,Females,83 years,29757
2013,Females,83 years,30689
2014,Females,83 years,31707
2015,Females,83 years,30975
2016,Females,83 years,31173
2017,Females,83 years,31044
2018,Females,83 years,32053
2019,Females,83 years,32978
2020,Females,83 years,32973
2021,Females,83 years,34421
1971,Females,84 years,7267
1972,Females,84 years,7608
1973,Females,84 years,8142
1974,Females,84 years,7941
1975,Females,84 years,8195
1976,Females,84 years,8505
1977,Females,84 years,8868
1978,Females,84 years,9090
1979,Females,84 years,9614
1980,Females,84 years,10041
1981,Females,84 years,10484
1982,Females,84 years,10525
1983,Females,84 years,10911
1984,Females,84 years,11439
1985,Females,84 years,12080
1986,Females,84 years,11921
1987,Females,84 years,12661
1988,Females,84 years,13281
1989,Females,84 years,13765
1990,Females,84 years,14253
1991,Females,84 years,14477
1992,Females,84 years,15035
1993,Females,84 years,15711
1994,Females,84 years,15724
1995,Females,84 years,16489
1996,Females,84 years,16940
1997,Females,84 years,17716
1998,Females,84 years,18623
1999,Females,84 years,19210
2000,Females,84 years,18572
2001,Females,84 years,18586
2002,Females,84 years,18698
2003,Females,84 years,19931
2004,Females,84 years,23714
2005,Females,84 years,25583
2006,Females,84 years,26236
2007,Females,84 years,26725
2008,Females,84 years,27615
2009,Females,84 years,27908
2010,Females,84 years,28059
2011,Females,84 years,27590
2012,Females,84 years,28253
2013,Females,84 years,28091
2014,Females,84 years,29012
2015,Females,84 years,30015
2016,Females,84 years,29442
2017,Females,84 years,29676
2018,Females,84 years,29501
2019,Females,84 years,30519
2020,Females,84 years,31364
2021,Females,84 years,31415
1971,Females,85 years,6348
1972,Females,85 years,6557
1973,Females,85 years,6825
1974,Females,85 years,7344
1975,Females,85 years,7189
1976,Females,85 years,7478
1977,Females,85 years,7776
1978,Females,85 years,8100
1979,Females,85 years,8375
1980,Females,85 years,8801
1981,Females,85 years,9260
1982,Females,85 years,9608
1983,Females,85 years,9607
1984,Females,85 years,10015
1985,Females,85 years,10495
1986,Females,85 years,11024
1987,Females,85 years,11116
1988,Females,85 years,11607
1989,Females,85 years,12187
1990,Females,85 years,12610
1991,Females,85 years,13003
1992,Females,85 years,13336
1993,Females,85 years,13844
1994,Females,85 years,14407
1995,Females,85 years,14415
1996,Females,85 years,15048
1997,Females,85 years,15530
1998,Females,85 years,16253
1999,Females,85 years,17099
2000,Females,85 years,17717
2001,Females,85 years,17149
2002,Females,85 years,17303
2003,Females,85 years,17334
2004,Females,85 years,18533
2005,Females,85 years,22106
2006,Females,85 years,23910
2007,Females,85 years,24374
2008,Females,85 years,24904
2009,Females,85 years,25768
2010,Females,85 years,26012
2011,Females,85 years,26201
2012,Females,85 years,25940
2013,Females,85 years,26488
2014,Females,85 years,26398
2015,Females,85 years,27310
2016,Females,85 years,28156
2017,Females,85 years,27821
2018,Females,85 years,28069
2019,Females,85 years,27953
2020,Females,85 years,28855
2021,Females,85 years,29747
1971,Females,86 years,5389
1972,Females,86 years,5692
1973,Females,86 years,5786
1974,Females,86 years,6074
1975,Females,86 years,6551
1976,Females,86 years,6505
1977,Females,86 years,6700
1978,Females,86 years,6979
1979,Females,86 years,7328
1980,Females,86 years,7606
1981,Females,86 years,8010
1982,Females,86 years,8394
1983,Females,86 years,8717
1984,Females,86 years,8686
1985,Females,86 years,9087
1986,Females,86 years,9546
1987,Females,86 years,10112
1988,Females,86 years,10084
1989,Females,86 years,10706
1990,Females,86 years,11139
1991,Females,86 years,11485
1992,Females,86 years,11834
1993,Females,86 years,12203
1994,Females,86 years,12598
1995,Females,86 years,13075
1996,Females,86 years,13162
1997,Females,86 years,13692
1998,Females,86 years,14121
1999,Females,86 years,14803
2000,Females,86 years,15556
2001,Females,86 years,16048
2002,Females,86 years,15777
2003,Females,86 years,15911
2004,Females,86 years,15945
2005,Females,86 years,17051
2006,Females,86 years,20514
2007,Females,86 years,22032
2008,Females,86 years,22446
2009,Females,86 years,23021
2010,Females,86 years,23853
2011,Females,86 years,24028
2012,Females,86 years,24391
2013,Females,86 years,24229
2014,Females,86 years,24659
2015,Females,86 years,24556
2016,Females,86 years,25517
2017,Females,86 years,26462
2018,Females,86 years,26152
2019,Females,86 years,26387
2020,Females,86 years,26267
2021,Females,86 years,27018
1971,Females,87 years,4671
1972,Females,87 years,4781
1973,Females,87 years,5028
1974,Females,87 years,5059
1975,Females,87 years,5316
1976,Females,87 years,5791
1977,Females,87 years,5707
1978,Females,87 years,5879
1979,Females,87 years,6245
1980,Females,87 years,6569
1981,Females,87 years,6830
1982,Females,87 years,7166
1983,Females,87 years,7503
1984,Females,87 years,7845
1985,Females,87 years,7780
1986,Females,87 years,8196
1987,Females,87 years,8688
1988,Females,87 years,9188
1989,Females,87 years,9160
1990,Females,87 years,9672
1991,Females,87 years,9974
1992,Females,87 years,10311
1993,Females,87 years,10668
1994,Females,87 years,10952
1995,Females,87 years,11328
1996,Females,87 years,11741
1997,Females,87 years,11867
1998,Females,87 years,12288
1999,Females,87 years,12714
2000,Females,87 years,13340
2001,Females,87 years,14051
2002,Females,87 years,14603
2003,Females,87 years,14351
2004,Females,87 years,14464
2005,Females,87 years,14551
2006,Females,87 years,15802
2007,Females,87 years,18833
2008,Females,87 years,20085
2009,Females,87 years,20544
2010,Females,87 years,21171
2011,Females,87 years,21810
2012,Females,87 years,22201
2013,Females,87 years,22461
2014,Females,87 years,22365
2015,Females,87 years,22734
2016,Females,87 years,22803
2017,Females,87 years,23738
2018,Females,87 years,24652
2019,Females,87 years,24396
2020,Females,87 years,24554
2021,Females,87 years,24384
1971,Females,88 years,3727
1972,Females,88 years,4115
1973,Females,88 years,4182
1974,Females,88 years,4383
1975,Females,88 years,4368
1976,Females,88 years,4651
1977,Females,88 years,5125
1978,Females,88 years,4955
1979,Females,88 years,5190
1980,Females,88 years,5488
1981,Females,88 years,5785
1982,Females,88 years,6120
1983,Females,88 years,6387
1984,Females,88 years,6739
1985,Females,88 years,6953
1986,Females,88 years,6916
1987,Females,88 years,7336
1988,Females,88 years,7676
1989,Females,88 years,8252
1990,Females,88 years,8129
1991,Females,88 years,8567
1992,Females,88 years,8863
1993,Females,88 years,9133
1994,Females,88 years,9459
1995,Females,88 years,9747
1996,Females,88 years,10069
1997,Females,88 years,10393
1998,Females,88 years,10480
1999,Females,88 years,10875
2000,Females,88 years,11330
2001,Females,88 years,11910
2002,Females,88 years,12654
2003,Females,88 years,13038
2004,Females,88 years,12941
2005,Females,88 years,13085
2006,Females,88 years,13229
2007,Females,88 years,14328
2008,Females,88 years,17028
2009,Females,88 years,18234
2010,Females,88 years,18710
2011,Females,88 years,19164
2012,Females,88 years,19952
2013,Females,88 years,20152
2014,Females,88 years,20464
2015,Females,88 years,20381
2016,Females,88 years,20765
2017,Females,88 years,21016
2018,Females,88 years,21791
2019,Females,88 years,22783
2020,Females,88 years,22442
2021,Females,88 years,22503
1971,Females,89 years,3069
1972,Females,89 years,3231
1973,Females,89 years,3545
1974,Females,89 years,3609
1975,Females,89 years,3795
1976,Females,89 years,3762
1977,Females,89 years,4036
1978,Females,89 years,4448
1979,Females,89 years,4272
1980,Females,89 years,4468
1981,Females,89 years,4823
1982,Females,89 years,5119
1983,Females,89 years,5373
1984,Females,89 years,5641
1985,Females,89 years,5958
1986,Females,89 years,6072
1987,Females,89 years,6137
1988,Females,89 years,6430
1989,Females,89 years,6770
1990,Females,89 years,7350
1991,Females,89 years,7149
1992,Females,89 years,7549
1993,Females,89 years,7750
1994,Females,89 years,8005
1995,Females,89 years,8275
1996,Females,89 years,8610
1997,Females,89 years,8791
1998,Females,89 years,9040
1999,Females,89 years,9125
2000,Females,89 years,9517
2001,Females,89 years,9950
2002,Females,89 years,10533
2003,Females,89 years,11256
2004,Females,89 years,11542
2005,Females,89 years,11492
2006,Females,89 years,11734
2007,Females,89 years,11757
2008,Females,89 years,12788
2009,Females,89 years,15386
2010,Females,89 years,16397
2011,Females,89 years,16723
2012,Females,89 years,17343
2013,Females,89 years,18029
2014,Females,89 years,18197
2015,Females,89 years,18422
2016,Females,89 years,18580
2017,Females,89 years,18879
2018,Females,89 years,19069
2019,Females,89 years,19899
2020,Females,89 years,20697
2021,Females,89 years,20318
1991,Females,90 years,
1992,Females,90 years,
1993,Females,90 years,
1994,Females,90 years,
1995,Females,90 years,
1996,Females,90 years,
1997,Females,90 years,
1998,Females,90 years,
1999,Females,90 years,
2000,Females,90 years,
2001,Females,90 years,8327
2002,Females,90 years,8601
2003,Females,90 years,9233
2004,Females,90 years,9903
2005,Females,90 years,9996
2006,Females,90 years,10144
2007,Females,90 years,10373
2008,Females,90 years,10262
2009,Females,90 years,11334
2010,Females,90 years,13785
2011,Females,90 years,14405
2012,Females,90 years,14868
2013,Females,90 years,15509
2014,Females,90 years,16084
2015,Females,90 years,16100
2016,Females,90 years,16442
2017,Females,90 years,16683
2018,Females,90 years,16856
2019,Females,90 years,17132
2020,Females,90 years,17819
2021,Females,90 years,18423
1991,Females,91 years,
1992,Females,91 years,
1993,Females,91 years,
1994,Females,91 years,
1995,Females,91 years,
1996,Females,91 years,
1997,Females,91 years,
1998,Females,91 years,
1999,Females,91 years,
2000,Females,91 years,
2001,Females,91 years,6799
2002,Females,91 years,7165
2003,Females,91 years,7379
